NUM,FECHA,PERSONA,TEMA,ARCHIVO,UBICACION_ORIGINAL,EXT,TAM_KB
149,2026-08-17,MARC,Chat/Audios,PTT-20260817-WA0021.txt,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\transcripts_20260817\PTT-20260817-WA0021.txt,.txt,1.4
150,2026-08-17,MARC,Chat/Audios,PTT-20260817-WA0022.txt,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\transcripts_20260817\PTT-20260817-WA0022.txt,.txt,2.0
151,2026-08-17,MARC,Chat/Audios,PTT-20260817-WA0023.txt,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\transcripts_20260817\PTT-20260817-WA0023.txt,.txt,1.1
152,2026-08-17,MARC,Chat/Audios,PTT-20260817-WA0024.txt,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\transcripts_20260817\PTT-20260817-WA0024.txt,.txt,0.7
153,2026-08-18 (mtime),AURORA,Auditoría,00_RESUMEN_EJECUTIVO_AURORA.md,AURORA\00_AUDITORIA_MAESTRA\00_RESUMEN_EJECUTIVO_AURORA.md,.md,1.9
154,2026-08-18 (mtime),AURORA,Auditoría,02_CONTEXTO_NEGOCIO.md,AURORA\00_AUDITORIA_MAESTRA\02_CONTEXTO_NEGOCIO.md,.md,1.4
155,2026-08-18 (mtime),AURORA,Auditoría,03_OFERTA_Y_PRODUCTOS.md,AURORA\00_AUDITORIA_MAESTRA\03_OFERTA_Y_PRODUCTOS.md,.md,1.3
156,2026-08-18 (mtime),AURORA,Auditoría,10_FINANZAS_Y_PRECIOS.md,AURORA\00_AUDITORIA_MAESTRA\10_FINANZAS_Y_PRECIOS.md,.md,1.3
157,2026-08-18 (mtime),AURORA,Chat/Audios,Chat de WhatsApp con +34 722 39 89 89.txt,AURORA\Chat de WhatsApp con +34 722 39 89 89\Chat de WhatsApp con +34 722 39 89 89.txt,.txt,1.7
158,2026-08-18 (mtime),AURORA,Instagram/Contenido,PAQUETE_GENERACION_VISUAL_AURORA.md,AURORA\04_Instagram\PAQUETE_GENERACION_VISUAL_AURORA.md,.md,3.4
159,2026-08-18 (mtime),COMPARTIDO,General,ACCESS_MAP.md,00_CONTROL\ACCESS_MAP.md,.md,3.2
160,2026-08-18 (mtime),COMPARTIDO,General,ASSET_MAP.md,00_CONTROL\ASSET_MAP.md,.md,2.6
161,2026-08-18 (mtime),COMPARTIDO,General,BUSINESS_MAP.md,00_CONTROL\BUSINESS_MAP.md,.md,5.3
162,2026-08-18 (mtime),COMPARTIDO,General,CENTRO_DE_CONTROL.md,00_CONTROL\CENTRO_DE_CONTROL.md,.md,2.9
163,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,CHANGELOG.md,00_CONTROL\CHANGELOG.md,.md,2.6
164,2026-08-18 (mtime),COMPARTIDO,General,CHANNEL_MAP.md,00_CONTROL\CHANNEL_MAP.md,.md,2.6
165,2026-08-18 (mtime),COMPARTIDO,Escala/Reuniones,CONTEXTO_ESCALA.md,03_ESCALA\CONTEXTO_ESCALA.md,.md,3.3
166,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,CONTEXTO_MAESTRO_AURORA.md,00_CONTROL\CONTEXTO_MAESTRO_AURORA.md,.md,4.0
167,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,CONTEXTO_MAESTRO_MARC.md,00_CONTROL\CONTEXTO_MAESTRO_MARC.md,.md,6.6
168,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,DECISIONS.md,00_CONTROL\DECISIONS.md,.md,3.9
169,2026-08-18 (mtime),COMPARTIDO,Auditoría,INFORME_AUDITORIA_INICIAL.md,00_CONTROL\INFORME_AUDITORIA_INICIAL.md,.md,3.9
170,2026-08-18 (mtime),COMPARTIDO,Auditoría,INVENTARIO_COMPLETO.csv,00_CONTROL\INVENTARIO_COMPLETO.csv,.csv,74.6
171,2026-08-18 (mtime),COMPARTIDO,Auditoría,INVENTARIO_MAESTRO.md,00_CONTROL\INVENTARIO_MAESTRO.md,.md,15.3
172,2026-08-18 (mtime),COMPARTIDO,Estrategia/KPI,KPI_FRAMEWORK.md,00_CONTROL\KPI_FRAMEWORK.md,.md,2.7
173,2026-08-18 (mtime),COMPARTIDO,Auditoría,MAPA_GENERAL.md,00_CONTROL\MAPA_GENERAL.md,.md,7.4
174,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,MASTER_ACCESS.md,MASTER_ACCESS.md,.md,2.5
175,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,MASTER_ASSETS.md,MASTER_ASSETS.md,.md,2.9
176,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,MASTER_CONTEXT.md,MASTER_CONTEXT.md,.md,4.5
177,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,MASTER_DECISIONS.md,MASTER_DECISIONS.md,.md,3.0
178,2026-08-18 (mtime),COMPARTIDO,Estrategia/KPI,MASTER_KPIS.md,MASTER_KPIS.md,.md,2.0
179,2026-08-18 (mtime),COMPARTIDO,Estrategia/KPI,MASTER_ROADMAP.md,MASTER_ROADMAP.md,.md,2.1
180,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,MASTER_TASKS.md,MASTER_TASKS.md,.md,4.2
181,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,PROMPT_01_MISION_PRINCIPAL.md,00_CONTROL\01_PROMPTS_Y_CONTEXTO\PROMPT_01_MISION_PRINCIPAL.md,.md,3.7
182,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,PROMPT_02_EJECUCION_ECOSISTEMA_MARC.md,00_CONTROL\01_PROMPTS_Y_CONTEXTO\PROMPT_02_EJECUCION_ECOSISTEMA_MARC.md,.md,1.7
183,2026-08-18 (mtime),COMPARTIDO,Auditoría,PROMPT_03_AUDITORIA_TOTAL.md,00_CONTROL\01_PROMPTS_Y_CONTEXTO\PROMPT_03_AUDITORIA_TOTAL.md,.md,2.1
184,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,PROMPT_04_OPERADOR_AUTONOMO.md,00_CONTROL\01_PROMPTS_Y_CONTEXTO\PROMPT_04_OPERADOR_AUTONOMO.md,.md,1.9
185,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,PROMPT_05_CONTEXTO_TRANSFERENCIA.md,00_CONTROL\01_PROMPTS_Y_CONTEXTO\PROMPT_05_CONTEXTO_TRANSFERENCIA.md,.md,4.9
186,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,README.md,README.md,.md,3.4
187,2026-08-18 (mtime),COMPARTIDO,Estrategia/KPI,ROADMAP_30_DAYS.md,00_CONTROL\ROADMAP_30_DAYS.md,.md,2.8
188,2026-08-18,COMPARTIDO,General,SESION_2026-08-18.md,00_CONTROL\SESION_2026-08-18.md,.md,3.9
189,2026-08-18 (mtime),COMPARTIDO,Sistema MASTER,TASKS.md,00_CONTROL\TASKS.md,.md,5.3
190,2026-08-18 (mtime),COMPARTIDO,General,TOOL_MAP.md,00_CONTROL\TOOL_MAP.md,.md,2.3
191,2026-08-18 (mtime),MARC,Contrato,5.0 IE6 - Contrato de prestación de servicios y garantía de resultados.pdf,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\5.0 IE6 - Contrato de prestación de servicios y garantía de resultados.pdf,.pdf,129.6
192,2026-08-18 (mtime),MARC,Chat/Audios,Analisis App GEMINI.pdf,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\Analisis App GEMINI.pdf,.pdf,25.4
193,2026-08-18 (mtime),MARC,Instagram/Contenido,AUDITORIA_INSTAGRAM_MARC.md,MARC\04_Instagram\AUDITORIA_INSTAGRAM_MARC.md,.md,5.5
194,2026-08-18 (mtime),MARC,Instagram/Contenido,BORRADOR_MENSAJE_MARC_18AGO.md,MARC\04_Instagram\BORRADOR_MENSAJE_MARC_18AGO.md,.md,2.8
195,2026-08-18 (mtime),MARC,Instagram/Contenido,BORRADOR_RESPUESTA_MARC_INSTAGRAM.md,MARC\04_Instagram\BORRADOR_RESPUESTA_MARC_INSTAGRAM.md,.md,3.1
196,2026-08-18 (mtime),MARC,Chat/Audios,Chat de WhatsApp con Marc Souza Gil.txt,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\Chat de WhatsApp con Marc Souza Gil.txt,.txt,89.0
197,2026-08-18 (mtime),MARC,CV/Perfil,CV_SEBASTIAN.txt,MARC_Proyecto_Entrega_2026\09_REFERENCIA\CV_SEBASTIAN.txt,.txt,2.2
198,2026-08-18 (mtime),MARC,CV/Perfil,CVREDES.pdf,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\CVREDES.pdf,.pdf,427.5
199,2026-08-18 (mtime),MARC,Auditoría,Doc1_Informe_Sesion_Marc.md,MARC_Proyecto_Entrega_2026\04_AUDITORIAS\Doc1_Informe_Sesion_Marc.md,.md,8.3
200,2026-08-18 (mtime),MARC,Chat/Audios,Doc1_Informe_Sesion_Marc_04-05-26.pdf,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\Doc1_Informe_Sesion_Marc_04-05-26.pdf,.pdf,95.9
201,2026-08-18 (mtime),MARC,General,Doc2_Plan_Operativo_Marc.md,MARC_Proyecto_Entrega_2026\01_OFICIAL\OPERACION\Doc2_Plan_Operativo_Marc.md,.md,11.9
202,2026-08-18 (mtime),MARC,Chat/Audios,Doc2_Plan_Operativo_Marc_04-05-26.pdf,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\Doc2_Plan_Operativo_Marc_04-05-26.pdf,.pdf,183.9
203,2026-08-18 (mtime),MARC,Escala/Reuniones,Doc3_Contexto_Escala_Marc.md,MARC_Proyecto_Entrega_2026\02_CONTEXTO\NEGOCIO\Doc3_Contexto_Escala_Marc.md,.md,7.2
204,2026-08-18 (mtime),MARC,Escala/Reuniones,Doc3_Contexto_Escala_Marc.pdf,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\Doc3_Contexto_Escala_Marc.pdf,.pdf,132.0
205,2026-08-18 (mtime),MARC,General,ENTREGA_MENSAJE_1.md,MARC_Proyecto_Entrega_2026\06_PROMPTS\ENTREGA_MENSAJE_1.md,.md,0.5
206,2026-08-18 (mtime),MARC,General,ENTREGA_MENSAJE_2.md,MARC_Proyecto_Entrega_2026\06_PROMPTS\ENTREGA_MENSAJE_2.md,.md,0.5
207,2026-08-18 (mtime),MARC,General,ENTREGA_MENSAJE_3.md,MARC_Proyecto_Entrega_2026\06_PROMPTS\ENTREGA_MENSAJE_3.md,.md,0.4
208,2026-08-18 (mtime),MARC,Chat/Audios,Info básic para Sebastian.docx,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\Info básic para Sebastian.docx,.docx,14.8
209,2026-08-18 (mtime),MARC,Chat/Audios,INFORME - IMPODERATE.pdf,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\INFORME - IMPODERATE.pdf,.pdf,1154.8
210,2026-08-18 (mtime),MARC,General,MANIFIESTO_WORKSPACE.md,MARC_Proyecto_Entrega_2026\00_INDEX\MANIFIESTO_WORKSPACE.md,.md,1.7
211,2026-08-18 (mtime),MARC,Finanzas,Oferta_Colaboracion_Sebastian.xlsx,MARC\Chat de WhatsApp con MARC (ÚLTIMO EL MÁS RECIENTE)\Chat de WhatsApp con Marc Souza Gil\Oferta_Colaboracion_Sebastian.xlsx,.xlsx,15.2
212,2026-08-18 (mtime),MARC,Instagram/Contenido,PAQUETE_GENERACION_VISUAL.md,MARC\04_Instagram\PAQUETE_GENERACION_VISUAL.md,.md,3.6
213,2026-08-18 (mtime),MARC,Instagram/Contenido,RESPUESTA_MARC_18AGO_1200.md,MARC\04_Instagram\RESPUESTA_MARC_18AGO_1200.md,.md,1.7
214,2026-08-19 (mtime),COMPARTIDO,Sistema MASTER,MASTER_CHANGELOG.md,MASTER_CHANGELOG.md,.md,7.8
215,2026-08-19 (mtime),MARC,Instagram/Contenido,C-001_CARRUSEL_NO_ERES_LA_CHARLA.md,MARC\CONTENIDO\03_PARA_APROBAR\C-001_CARRUSEL_NO_ERES_LA_CHARLA.md,.md,1.6
216,2026-08-19 (mtime),MARC,Instagram/Contenido,C-002_POST_TUS_MIEDOS.md,MARC\CONTENIDO\03_PARA_APROBAR\C-002_POST_TUS_MIEDOS.md,.md,0.9
217,2026-08-19 (mtime),MARC,Instagram/Contenido,C-003_POST_TE_ATREVES.md,MARC\CONTENIDO\03_PARA_APROBAR\C-003_POST_TE_ATREVES.md,.md,0.9
218,2026-08-19 (mtime),MARC,Instagram/Contenido,C-004_CARRUSEL_7_COSAS_MENTE.md,MARC\CONTENIDO\02_EN_PRODUCCION\C-004_CARRUSEL_7_COSAS_MENTE.md,.md,1.8
219,2026-08-19 (mtime),MARC,Instagram/Contenido,C-005_POST_NO_MOTIVACION.md,MARC\CONTENIDO\02_EN_PRODUCCION\C-005_POST_NO_MOTIVACION.md,.md,1.0
220,2026-08-19 (mtime),MARC,Instagram/Contenido,CONTENT_CALENDAR.md,MARC\04_Instagram\CONTENT_CALENDAR.md,.md,5.9
221,2026-08-19 (mtime),MARC,Instagram/Contenido,ESTRATEGIA_HASHTAGS.md,MARC\CONTENIDO\07_PLANTILLAS\ESTRATEGIA_HASHTAGS.md,.md,1.9
222,2026-08-19 (mtime),MARC,Instagram/Contenido,GUION_VENTAS_DM_DESPIERTA.md,MARC\CONTENIDO\07_PLANTILLAS\GUION_VENTAS_DM_DESPIERTA.md,.md,3.4
223,2026-08-19 (mtime),MARC,Instagram/Contenido,LEEME_APROBACION_LOTE1.md,MARC\CONTENIDO\03_PARA_APROBAR\LEEME_APROBACION_LOTE1.md,.md,1.7
224,2026-08-19 (mtime),MARC,General,PENDIENTE_SEBASTIAN.md,MARC\PENDIENTE_SEBASTIAN.md,.md,4.8
225,2026-08-19 (mtime),MARC,Instagram/Contenido,PLANTILLA_CARRUSEL.md,MARC\CONTENIDO\07_PLANTILLAS\PLANTILLA_CARRUSEL.md,.md,1.5
226,2026-08-19 (mtime),MARC,Instagram/Contenido,PLANTILLA_CTA_DESPIERTA.md,MARC\CONTENIDO\07_PLANTILLAS\PLANTILLA_CTA_DESPIERTA.md,.md,1.1
227,2026-08-19 (mtime),MARC,Instagram/Contenido,R-001_REEL_PILOTO_AUTOMATICO.md,MARC\CONTENIDO\02_EN_PRODUCCION\R-001_REEL_PILOTO_AUTOMATICO.md,.md,1.4
228,2026-08-19 (mtime),MARC,Instagram/Contenido,README.md,MARC\CONTENIDO\README.md,.md,1.5
229,2026-08-19 (mtime),MARC,Instagram/Contenido,STORIES_SEMANA1.md,MARC\CONTENIDO\06_STORIES\STORIES_SEMANA1.md,.md,1.6
230,2026-08-20,COMPARTIDO,Escala/Reuniones,AGENDA_REUNION_2026-08-20.md,03_ESCALA\AGENDA_REUNION_2026-08-20.md,.md,3.3
231,2026-08-20,COMPARTIDO,Escala/Reuniones,GUIA_REUNION_ESCALA_2026-08-20.md,03_ESCALA\GUIA_REUNION_ESCALA_2026-08-20.md,.md,5.2
232,2026-08-23 (mtime),COMPARTIDO,Sistema MASTER,MASTER_STATUS.md,MASTER_STATUS.md,.md,5.1
233,2026-08-23 (mtime),MARC,General,ACCIONES_EJECUTADAS_MARC.md,MARC\18_LOGS\ACCIONES_EJECUTADAS_MARC.md,.md,29.1
234,2026-08-23 (mtime),MARC,Instagram/Contenido,BANCO_IDEAS.md,MARC\CONTENIDO\01_IDEAS\BANCO_IDEAS.md,.md,2.1
235,2026-08-23 (mtime),MARC,Instagram/Contenido,C-006_CARRUSEL_PILOTO_AUTOMATICO.md,MARC\CONTENIDO\02_EN_PRODUCCION\C-006_CARRUSEL_PILOTO_AUTOMATICO.md,.md,1.6
236,2026-08-23 (mtime),MARC,Instagram/Contenido,C-007_POST_SER_REALISTA.md,MARC\CONTENIDO\02_EN_PRODUCCION\C-007_POST_SER_REALISTA.md,.md,1.2
237,2026-08-23 (mtime),MARC,Instagram/Contenido,C-008_CARRUSEL_CIRCUNSTANCIAS.md,MARC\CONTENIDO\02_EN_PRODUCCION\C-008_CARRUSEL_CIRCUNSTANCIAS.md,.md,1.6
238,2026-08-23 (mtime),MARC,Instagram/Contenido,C-009_POST_MISMA_MENTE.md,MARC\CONTENIDO\02_EN_PRODUCCION\C-009_POST_MISMA_MENTE.md,.md,1.2
239,2026-08-23 (mtime),MARC,Instagram/Contenido,R-002_REEL_MOTIVACION_VS_TRANSFORMACION.md,MARC\CONTENIDO\02_EN_PRODUCCION\R-002_REEL_MOTIVACION_VS_TRANSFORMACION.md,.md,1.9
240,2026-08-23 (mtime),MARC,Instagram/Contenido,R-003_REEL_4_MESES_DESPIERTA.md,MARC\CONTENIDO\02_EN_PRODUCCION\R-003_REEL_4_MESES_DESPIERTA.md,.md,2.1
241,2026-08-23 (mtime),MARC,Instagram/Contenido,STORIES_SEMANA2.md,MARC\CONTENIDO\06_STORIES\STORIES_SEMANA2.md,.md,1.8
